timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-07-11 00:46:00,48,326,510,0,736,883,0
2026-07-11 01:46:00,64,326,439,0,687,828,0
2026-07-11 02:46:00,43,321,443,0,668,807,0
2026-07-11 03:46:00,45,320,441,0,639,806,0
2026-07-11 04:46:00,22,318,442,0,627,782,0
2026-07-11 05:46:00,15,317,391,0,624,723,0
2026-07-11 06:46:00,4,316,391,35,645,746,0
2026-07-11 07:46:00,5,318,392,109,690,824,0
2026-07-11 08:46:00,1,311,391,138,753,841,0
2026-07-11 09:46:00,8,309,437,143,826,897,0
2026-07-11 10:46:00,13,306,392,143,892,854,0
2026-07-11 11:46:00,58,305,392,140,945,895,0
2026-07-11 12:46:00,63,302,393,125,1027,883,0
2026-07-11 13:46:00,101,303,392,134,1065,930,0
2026-07-11 14:46:00,103,302,439,130,1082,974,0
2026-07-11 15:46:00,100,304,514,127,1133,1045,0
2026-07-11 16:46:00,98,304,501,132,1164,1035,0
2026-07-11 17:46:00,88,305,528,137,1140,1058,0
2026-07-11 18:46:00,95,304,530,120,1131,1049,0
2026-07-11 19:46:00,95,305,525,59,1095,984,0
2026-07-11 20:46:00,74,309,527,6,1043,916,0
2026-07-11 21:46:00,27,310,558,0,985,894,0
2026-07-11 22:46:00,47,309,579,0,907,934,0
2026-07-11 23:46:00,104,310,564,0,822,977,0
