timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2025-10-03 00:46:00,9,172,397,0,491,577,0
2025-10-03 01:46:00,12,173,380,0,504,564,0
2025-10-03 02:46:00,10,173,313,0,502,495,0
2025-10-03 03:46:00,18,172,301,0,496,490,0
2025-10-03 04:46:00,27,173,328,0,502,527,0
2025-10-03 05:46:00,82,174,347,0,540,602,0
2025-10-03 06:46:00,26,174,394,0,635,593,0
2025-10-03 07:46:00,44,172,374,4,744,594,0
2025-10-03 08:46:00,115,173,344,23,793,655,0
2025-10-03 09:46:00,116,173,347,35,804,671,0
2025-10-03 10:46:00,149,173,311,61,807,694,0
2025-10-03 11:46:00,122,176,362,71,808,731,0
2025-10-03 12:46:00,91,176,336,90,799,693,0
2025-10-03 13:46:00,116,176,284,106,789,682,0
2025-10-03 14:46:00,126,177,273,65,787,641,0
2025-10-03 15:46:00,120,177,271,35,786,603,0
2025-10-03 16:46:00,207,178,293,10,793,688,0
2025-10-03 17:46:00,226,178,274,10,797,688,0
2025-10-03 18:46:00,177,176,392,1,798,746,0
