timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-06-07 00:46:00,170,370,203,0,617,743,0
2026-06-07 01:46:00,210,371,200,0,581,781,0
2026-06-07 02:46:00,86,370,201,0,560,657,0
2026-06-07 03:46:00,60,368,202,0,554,630,0
2026-06-07 04:46:00,138,368,203,0,557,709,0
2026-06-07 05:46:00,144,369,202,0,563,715,0
2026-06-07 06:46:00,153,368,200,4,586,725,0
2026-06-07 07:46:00,183,368,199,14,631,764,0
2026-06-07 08:46:00,34,370,200,21,688,625,0
2026-06-07 09:46:00,47,367,198,21,738,633,0
2026-06-07 10:46:00,55,367,200,45,763,667,0
2026-06-07 11:46:00,41,368,199,48,782,656,0
2026-06-07 12:46:00,92,368,199,64,784,723,0
2026-06-07 13:46:00,105,367,201,55,774,728,0
2026-06-07 14:46:00,184,366,202,46,766,798,0
2026-06-07 15:46:00,219,367,200,16,765,802,0
2026-06-07 16:46:00,215,368,201,17,766,801,0
2026-06-07 17:46:00,315,368,202,23,775,908,0
2026-06-07 18:46:00,303,368,202,95,782,968,0
2026-06-07 19:46:00,294,368,202,76,767,940,0
2026-06-07 20:46:00,357,370,204,6,764,937,0
2026-06-07 21:46:00,372,368,202,0,770,942,0
2026-06-07 22:46:00,335,368,204,0,734,907,0
2026-06-07 23:46:00,337,368,203,0,691,908,0
