timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-09-24 00:46:00,17,233,664,0,573,913,0
2026-09-24 01:46:00,10,234,580,0,537,823,0
2026-09-24 02:46:00,17,232,507,0,516,755,0
2026-09-24 03:46:00,15,234,479,0,510,727,0
2026-09-24 04:46:00,32,234,503,0,515,768,0
2026-09-24 05:46:00,18,232,608,0,552,858,0
2026-09-24 06:46:00,18,233,680,0,646,931,0
2026-09-24 07:46:00,22,233,679,15,749,949,0
2026-09-24 08:46:00,21,233,660,90,806,1004,0
2026-09-24 09:46:00,8,232,579,128,825,947,0
2026-09-24 10:46:00,7,233,534,132,824,906,0
2026-09-24 11:46:00,24,232,576,129,831,961,0
2026-09-24 12:46:00,42,232,634,126,841,1034,0
2026-09-24 13:46:00,49,233,606,126,848,1014,0
2026-09-24 14:46:00,60,233,606,128,861,1027,0
2026-09-24 15:46:00,48,233,634,129,882,1044,0
2026-09-24 16:46:00,72,233,685,125,899,1115,0
2026-09-24 17:46:00,82,232,696,87,900,1097,0
2026-09-24 18:46:00,108,232,695,14,876,1049,0
2026-09-24 19:46:00,118,232,697,0,875,1047,0
2026-09-24 20:46:00,130,232,687,0,865,1048,0
2026-09-24 21:46:00,101,232,578,0,814,910,0
2026-09-24 22:46:00,111,233,544,0,736,887,0
2026-09-24 23:46:00,71,231,595,0,636,896,0
