timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-06-21 00:46:00,77,249,139,0,632,465,0
2026-06-21 01:46:00,143,298,139,0,614,580,0
2026-06-21 02:46:00,152,299,139,0,595,590,0
2026-06-21 03:46:00,199,299,169,0,579,667,0
2026-06-21 04:46:00,286,298,170,0,575,754,0
2026-06-21 05:46:00,228,298,169,0,572,695,0
2026-06-21 06:46:00,253,297,139,32,586,721,0
2026-06-21 07:46:00,142,296,138,59,620,635,0
2026-06-21 08:46:00,111,297,139,33,668,580,0
2026-06-21 09:46:00,140,294,138,143,714,715,0
2026-06-21 10:46:00,150,295,140,144,752,729,0
2026-06-21 11:46:00,126,295,140,94,770,655,0
2026-06-21 12:46:00,144,294,139,138,767,715,0
2026-06-21 13:46:00,114,293,139,113,772,659,0
2026-06-21 14:46:00,92,293,139,123,776,647,0
2026-06-21 15:46:00,73,293,139,138,784,643,0
2026-06-21 16:46:00,54,293,383,142,818,872,0
2026-06-21 17:46:00,102,292,323,129,844,846,0
2026-06-21 18:46:00,165,292,434,119,834,1010,0
2026-06-21 19:46:00,185,294,522,37,825,1038,0
2026-06-21 20:46:00,134,295,567,11,804,1007,0
2026-06-21 21:46:00,184,295,578,0,783,1056,0
2026-06-21 22:46:00,142,297,517,0,747,955,0
2026-06-21 23:46:00,133,298,492,0,705,922,0
