timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-02-10 00:46:00,266,274,515,0,673,1055,0
2026-02-10 01:46:00,287,270,667,0,648,1223,0
2026-02-10 02:46:00,307,270,685,0,637,1262,0
2026-02-10 03:46:00,241,270,685,0,633,1196,0
2026-02-10 04:46:00,322,270,656,0,645,1248,0
2026-02-10 05:46:00,333,272,630,0,694,1235,0
2026-02-10 06:46:00,283,270,620,0,790,1173,0
2026-02-10 07:46:00,310,269,621,3,896,1203,0
2026-02-10 08:46:00,257,269,594,69,945,1189,0
2026-02-10 09:46:00,199,269,611,106,942,1185,0
2026-02-10 10:46:00,291,270,618,101,927,1280,0
2026-02-10 11:46:00,257,271,622,96,915,1246,0
2026-02-10 12:46:00,287,271,458,98,896,1114,0
2026-02-10 13:46:00,178,270,499,111,882,1058,0
2026-02-10 14:46:00,145,271,410,89,872,915,0
2026-02-10 15:46:00,90,271,398,81,870,840,0
2026-02-10 16:46:00,65,271,604,44,895,984,0
2026-02-10 17:46:00,32,269,655,1,902,957,0
