timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-07-01 00:46:00,34,381,136,0,673,551,0
2026-07-01 01:46:00,27,382,136,0,635,545,0
2026-07-01 02:46:00,77,381,136,0,615,594,0
2026-07-01 03:46:00,35,381,137,0,603,553,0
2026-07-01 04:46:00,25,382,136,0,606,543,0
2026-07-01 05:46:00,24,382,137,1,633,544,0
2026-07-01 06:46:00,39,386,137,42,698,604,0
2026-07-01 07:46:00,37,386,136,108,777,667,0
2026-07-01 08:46:00,59,386,149,78,853,672,0
2026-07-01 09:46:00,48,388,149,144,897,729,0
2026-07-01 10:46:00,72,385,150,144,923,751,0
2026-07-01 11:46:00,115,386,150,141,939,792,0
2026-07-01 12:46:00,126,391,151,143,947,811,0
2026-07-01 13:46:00,97,392,150,66,947,705,0
2026-07-01 14:46:00,74,388,149,58,952,669,0
2026-07-01 15:46:00,77,388,229,67,963,761,0
2026-07-01 16:46:00,66,388,232,13,969,699,0
2026-07-01 17:46:00,139,385,229,79,962,832,0
2026-07-01 18:46:00,77,385,279,15,930,756,0
2026-07-01 19:46:00,126,387,296,18,895,827,0
2026-07-01 20:46:00,87,388,224,0,871,699,0
2026-07-01 21:46:00,12,389,199,0,862,599,0
2026-07-01 22:46:00,25,389,227,0,818,640,0
2026-07-01 23:46:00,39,392,305,0,820,735,0
