timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2025-09-17 00:46:00,38,186,200,0,534,424,0
2025-09-17 01:46:00,47,187,199,0,460,433,0
2025-09-17 02:46:00,70,188,200,0,442,458,0
2025-09-17 03:46:00,36,191,200,0,444,427,0
2025-09-17 04:46:00,53,192,201,0,445,446,0
2025-09-17 05:46:00,60,190,201,0,523,451,0
2025-09-17 06:46:00,65,193,200,0,542,458,0
2025-09-17 07:46:00,60,190,199,11,636,460,0
2025-09-17 08:46:00,30,190,199,80,672,499,0
2025-09-17 09:46:00,10,190,196,124,722,520,0
2025-09-17 10:46:00,2,193,190,124,777,509,0
2025-09-17 11:46:00,0,192,185,124,800,501,0
2025-09-17 12:46:00,1,191,184,129,802,505,0
2025-09-17 13:46:00,0,193,171,116,798,480,0
2025-09-17 14:46:00,1,192,168,118,816,479,0
2025-09-17 15:46:00,0,193,229,122,841,543,0
2025-09-17 16:46:00,0,193,260,111,852,563,0
2025-09-17 17:46:00,0,193,213,97,859,503,0
2025-09-17 18:46:00,5,193,273,24,850,495,0
2025-09-17 19:46:00,50,193,278,0,852,521,0
2025-09-17 20:46:00,56,193,260,0,849,509,0
2025-09-17 21:46:00,40,192,195,0,793,427,0
2025-09-17 22:46:00,40,193,197,0,712,430,0
2025-09-17 23:46:00,33,192,198,0,629,423,0
