timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-01-05 00:46:00,385,265,278,0,662,928,0
2026-01-05 01:46:00,378,268,246,0,635,892,0
2026-01-05 02:46:00,325,268,224,0,621,817,0
2026-01-05 03:46:00,273,268,223,0,615,764,0
2026-01-05 04:46:00,258,268,223,0,625,749,0
2026-01-05 05:46:00,221,272,264,0,671,757,0
2026-01-05 06:46:00,168,270,300,0,760,738,0
2026-01-05 07:46:00,180,270,298,0,864,748,0
2026-01-05 08:46:00,176,270,301,3,921,750,0
2026-01-05 09:46:00,281,270,297,31,926,879,0
2026-01-05 10:46:00,282,271,296,56,917,905,0
2026-01-05 11:46:00,389,271,254,78,915,992,0
