timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-05-07 00:46:00,255,279,215,0,622,748,0
2026-05-07 01:46:00,333,279,214,0,582,825,0
2026-05-07 02:46:00,332,278,214,0,557,823,0
2026-05-07 03:46:00,303,278,213,0,550,793,0
2026-05-07 04:46:00,253,276,216,0,554,744,0
2026-05-07 05:46:00,272,275,215,0,590,762,0
2026-05-07 06:46:00,221,275,253,4,664,753,0
2026-05-07 07:46:00,133,279,215,15,750,642,0
2026-05-07 08:46:00,80,279,214,63,810,636,0
2026-05-07 09:46:00,45,280,214,79,838,618,0
2026-05-07 10:46:00,171,285,215,75,857,746,0
2026-05-07 11:46:00,163,280,216,90,859,749,0
2026-05-07 12:46:00,119,286,177,112,861,694,0
2026-05-07 13:46:00,107,285,175,121,856,688,0
2026-05-07 14:46:00,109,286,176,82,852,653,0
2026-05-07 15:46:00,154,283,175,94,847,706,0
2026-05-07 16:46:00,107,284,204,90,848,685,0
2026-05-07 17:46:00,117,281,293,54,853,745,0
2026-05-07 18:46:00,99,283,404,90,838,876,0
2026-05-07 19:46:00,66,282,424,24,818,796,0
2026-05-07 20:46:00,94,282,461,0,813,837,0
2026-05-07 21:46:00,97,282,462,0,807,841,0
2026-05-07 22:46:00,63,282,386,0,751,730,0
2026-05-07 23:46:00,68,281,412,0,671,760,0
