timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-04-08 00:46:00,205,257,214,0,565,676,0
2026-04-08 01:46:00,186,257,195,0,550,638,0
2026-04-08 02:46:00,189,257,215,0,545,661,0
2026-04-08 03:46:00,242,257,214,0,543,713,0
2026-04-08 04:46:00,188,259,216,0,555,663,0
2026-04-08 05:46:00,169,261,217,0,602,647,0
2026-04-08 06:46:00,170,263,492,0,691,925,0
2026-04-08 07:46:00,206,261,544,44,791,1055,0
2026-04-08 08:46:00,223,260,406,131,851,1020,0
2026-04-08 09:46:00,264,261,283,143,864,951,0
2026-04-08 10:46:00,219,260,246,144,858,869,0
2026-04-08 11:46:00,223,261,216,146,843,846,0
2026-04-08 12:46:00,234,261,226,145,827,866,0
2026-04-08 13:46:00,214,262,229,127,814,832,0
2026-04-08 14:46:00,165,262,216,56,803,699,0
2026-04-08 15:46:00,143,261,225,67,798,696,0
2026-04-08 16:46:00,127,261,216,66,796,670,0
2026-04-08 17:46:00,148,260,337,101,793,846,0
2026-04-08 18:46:00,118,260,435,39,781,852,0
2026-04-08 19:46:00,161,260,603,6,775,1030,0
2026-04-08 20:46:00,202,259,615,0,783,1075,0
2026-04-08 21:46:00,207,260,652,0,772,1118,0
2026-04-08 22:46:00,176,259,579,0,706,1013,0
2026-04-08 23:46:00,108,259,576,0,627,942,0
