timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-08-09 00:46:00,48,223,611,0,1089,881,0
2026-08-09 01:46:00,21,223,603,0,1089,846,0
2026-08-09 02:46:00,0,224,610,0,1089,833,0
2026-08-09 03:46:00,10,223,596,0,1089,828,0
2026-08-09 04:46:00,35,223,588,0,1089,846,0
2026-08-09 05:46:00,55,224,580,0,1089,859,0
2026-08-09 06:46:00,96,226,542,2,1089,866,0
2026-08-09 07:46:00,122,225,543,31,1089,921,0
2026-08-09 08:46:00,134,222,524,74,1089,954,0
2026-08-09 09:46:00,75,221,543,101,1089,940,0
2026-08-09 10:46:00,100,220,475,118,1089,913,0
2026-08-09 11:46:00,108,220,482,124,1089,934,0
2026-08-09 12:46:00,83,219,502,122,1089,926,0
2026-08-09 13:46:00,127,221,495,121,1089,964,0
2026-08-09 14:46:00,122,221,548,110,1089,1001,0
2026-08-09 15:46:00,125,219,558,114,1089,1016,0
2026-08-09 16:46:00,146,221,562,102,1089,1031,0
2026-08-09 17:46:00,141,219,561,90,1089,1011,0
2026-08-09 18:46:00,142,221,552,61,1089,976,0
