timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-03-13 00:46:00,60,219,447,0,597,725,0
2026-03-13 01:46:00,42,218,408,0,570,667,0
2026-03-13 02:46:00,61,220,407,0,557,687,0
2026-03-13 03:46:00,69,223,409,0,549,701,0
2026-03-13 04:46:00,45,222,406,0,555,673,0
2026-03-13 05:46:00,30,222,512,0,596,764,0
2026-03-13 06:46:00,22,221,678,0,691,921,0
2026-03-13 07:46:00,25,220,676,0,801,921,0
2026-03-13 08:46:00,15,214,583,7,871,819,0
2026-03-13 09:46:00,8,247,551,10,892,816,0
2026-03-13 10:46:00,5,247,508,59,889,819,0
2026-03-13 11:46:00,4,245,514,65,881,828,0
2026-03-13 12:46:00,19,245,514,86,866,864,0
2026-03-13 13:46:00,29,246,381,107,853,763,0
2026-03-13 14:46:00,49,245,379,72,842,745,0
2026-03-13 15:46:00,37,245,477,55,837,814,0
2026-03-13 16:46:00,55,248,476,35,838,814,0
2026-03-13 17:46:00,51,247,617,20,840,935,0
2026-03-13 18:46:00,50,242,677,5,837,974,0
2026-03-13 19:46:00,49,252,678,0,838,979,0
2026-03-13 20:46:00,48,255,667,0,843,970,0
2026-03-13 21:46:00,51,254,633,0,810,938,0
2026-03-13 22:46:00,71,256,566,0,736,893,0
2026-03-13 23:46:00,62,254,594,0,703,910,0
