timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-08-12 00:46:00,104,226,621,0,661,950,0
2026-08-12 01:46:00,115,225,620,0,622,959,0
2026-08-12 02:46:00,103,225,605,0,586,932,0
2026-08-12 03:46:00,72,225,594,0,568,890,0
2026-08-12 04:46:00,41,224,615,0,566,879,0
2026-08-12 05:46:00,66,224,615,0,590,905,0
2026-08-12 06:46:00,86,224,604,1,646,915,0
2026-08-12 07:46:00,70,225,615,17,722,927,0
2026-08-12 08:46:00,129,224,609,15,795,977,0
2026-08-12 09:46:00,136,225,610,32,840,1003,0
2026-08-12 10:46:00,140,223,619,62,866,1044,0
2026-08-12 11:46:00,129,224,596,101,887,1050,0
2026-08-12 12:46:00,103,224,592,114,904,1033,0
2026-08-12 13:46:00,78,223,529,111,924,941,0
2026-08-12 14:46:00,55,224,540,98,947,917,0
2026-08-12 15:46:00,107,223,539,88,976,957,0
2026-08-12 16:46:00,194,221,545,64,993,1024,0
2026-08-12 17:46:00,239,221,599,58,986,1117,0
2026-08-12 18:46:00,168,221,600,23,962,1012,0
2026-08-12 19:46:00,195,222,592,3,921,1012,0
2026-08-12 20:46:00,220,218,559,0,883,997,0
2026-08-12 21:46:00,95,219,558,0,875,871,0
