timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-02-11 00:46:00,67,274,688,0,688,1028,0
2026-02-11 01:46:00,51,275,580,0,666,905,0
2026-02-11 02:46:00,45,275,569,0,652,888,0
2026-02-11 03:46:00,49,273,569,0,647,890,0
2026-02-11 04:46:00,72,274,617,0,659,963,0
2026-02-11 05:46:00,53,273,676,0,708,1002,0
2026-02-11 06:46:00,63,275,674,0,811,1012,0
2026-02-11 07:46:00,80,275,674,2,914,1031,0
2026-02-11 08:46:00,94,276,667,21,958,1058,0
2026-02-11 09:46:00,131,275,668,38,950,1112,0
2026-02-11 10:46:00,139,276,602,89,934,1106,0
2026-02-11 11:46:00,102,275,578,118,919,1073,0
2026-02-11 12:46:00,207,276,547,99,899,1129,0
2026-02-11 13:46:00,237,276,471,81,885,1065,0
2026-02-11 14:46:00,236,279,472,95,874,1082,0
2026-02-11 15:46:00,267,279,492,86,873,1124,0
2026-02-11 16:46:00,247,280,664,45,896,1236,0
2026-02-11 17:46:00,277,281,668,0,950,1226,0
2026-02-11 18:46:00,305,281,606,0,977,1192,0
2026-02-11 19:46:00,264,280,621,0,965,1165,0
2026-02-11 20:46:00,198,282,621,0,935,1101,0
2026-02-11 21:46:00,200,281,572,0,885,1053,0
2026-02-11 22:46:00,221,281,580,0,809,1082,0
2026-02-11 23:46:00,254,281,423,0,790,957,0
