timestamp,wind_data,hydro_data,thermal_data,solar_data,forecast_data,total_data,forecast_diff
2026-08-26 00:46:00,20,224,621,0,749,864,0
2026-08-26 01:46:00,5,223,627,0,626,854,0
2026-08-26 02:46:00,0,224,625,0,595,848,0
2026-08-26 03:46:00,0,223,623,0,580,845,0
2026-08-26 04:46:00,3,223,626,0,580,851,0
2026-08-26 05:46:00,2,223,626,0,609,851,0
2026-08-26 06:46:00,0,222,638,1,667,859,0
2026-08-26 07:46:00,0,221,617,25,747,861,0
2026-08-26 08:46:00,0,221,620,99,831,938,0
2026-08-26 09:46:00,0,221,620,129,884,969,0
2026-08-26 10:46:00,0,219,620,133,918,972,0
2026-08-26 11:46:00,0,218,614,131,949,962,0
2026-08-26 12:46:00,2,219,617,126,983,964,0
2026-08-26 13:46:00,6,220,616,134,1017,976,0
2026-08-26 14:46:00,9,262,610,92,1052,973,0
2026-08-26 15:46:00,70,220,604,102,1060,996,0
2026-08-26 16:46:00,63,220,605,96,1111,984,0
2026-08-26 17:46:00,74,218,607,70,1102,969,0
2026-08-26 18:46:00,64,218,601,8,1073,891,0
2026-08-26 19:46:00,128,219,604,3,1023,954,0
2026-08-26 20:46:00,23,214,605,0,971,842,0
2026-08-26 21:46:00,79,213,635,0,947,926,0
2026-08-26 22:46:00,68,214,635,0,873,916,0
2026-08-26 23:46:00,83,214,639,0,768,935,0
